Damen Service Alimentaire (Division Ferro Poisson),,
Price Lists,,
,,
Item No.,Description,Regular CAD
MELOMAK,MELOMAKARONA FEDON / 15 X 400GR,100.0000 
MELPOM,MELASSE POMMEGRENADE 24X350G,77.9500 
MELPOMUNIT,MELASSE POMMEGRENADE / 350G,5.0000 
MENPEP25,***DO NOT USE***,89.5000 
MEXICHEESE,MEXI-MIX - SHREDD. MONTEREY AND CHEDDAR STYLE CHEESE / 2KG,23.6000 
MEXPIE,UNCOOKED MEXICAN MEAT PIE 8 INCH (10 X 510 GR),83.9000 
MIAMIFF,3/8 ZARRA FF,0.0000 
MICRO,MINI MESCLUN / FLOWERS (100GR),14.5000 
MICROBAS,(50G) PACK MICRO GREEN BASIL,13.7500 
MICROBE,(50GR) RED MICRO BEETS,13.0000 
MICROCEL,(50GR) PACK MICRO CELERI ,12.8500 
MICROCENTAR,(27G) CENTAUREE EDIBLE FLOWER,20.6000 
MICROCOR,(75GR) PACK MICRO CORIANDRE,13.7500 
MICRODIAB,(200G) PACK MICRO DIABOLIQUE,21.9500 
MICRODIANTHUS,(20GR) PACK DIANTHUS EDIBLE FLOWER,21.9500 
MICROEX,(250GR) MICRO EXTREME,33.4500 
MICROGERAN,(9GR) PACK GERANIUM EDIBLE FLOWER,20.9000 
MICROMIX,(100UN) PACK FLOWERS MIX EDIBLE,26.7000 
MICROPENS,(16GR) PACK PENSEE FLOWER,22.5000 
MICROPETLJB,(5GR) PACK DEHYDRATED PETALS BLUE & YELLOW,17.5000 
MICRORAD,(125G) PACK MICRO RADIS ,0.0000 
MICROROQ,(100GR) MICRO ROQUETTE,13.0000 
MICROSOR,MICRO BLOOD SORREL (75GR),14.2500 
MICROSOUCIS,(38G) PACK SOUCIS EDIBLE FLOWER ,20.9000 
MICROTAGE,(14GR) PACK TAGETES EDIBLE FLOWER,22.5000 
MICROTAT,(75GR) PACK MICRO TATSOI,13.0000 
MICROTOURN,MICRO TOURNESOL 75G,8.0000 
MICROVIOLA,(9G) PACK VIOLA  EDIBLE FLOWER,21.9500 
MILK1L2,MILK / LAIT 2% -  (16 X 1 L),42.9500 
MILK2,2% MILK BOX (9 X 2L) - LAIT 2% BOITE,48.9500 
MILK2L2,MILK 2% - 2 LITERS,5.7000 
MILK2L3,MILK  3.25% - 2 LITERS,5.9500 
MILK38,GRAND-PRE - BARISTA MILK -  6 X 1L,23.9000 
MILK4L3,MILK / LAIT 3.25% - 4 LITERS BAG,10.2500 
MILKBUTTER1,BUTTERMILK /  1L,5.0000 
MILKCARN,CARNATION - EVAPORATED MILK (6X354ML),14.4500 
MILKCHOC,ION - MILK CHOCOLATE (10X100GR),29.7500 
MILKCHOCHAZ,MILK CHOCOLATE HAZELNUT (10X100GR),29.7500 
MILKCOCO24,AROY-D COCONUT MILK IN CAN 24X400ML,56.9500 
MILKIS,LOTTE MILKIS MILK&YOGURT DRINK PEACH 6X250ML,32.5500 
MILKLF2L2,LACTOSE FREE MILK 2% / 2L,7.5000 
MILKLUCKSW,LUCKY SWEETENED CONDENSED MILK (24X300ML),77.9500 
MILKSKIM,SKIM MILK 0% 2L,5.7000 
MINIBROWNIE,MINI BROWNIE / 40 X 70G,59.9500 
MINICHEESE,MINI TRIANGLE CHEESE PIES (12X400GR),59.5000 
MINICHOCO,MINI CHOCOLATINE (2 X 400G),13.9500 
MINICONE78MM,MINI CONE 78MM (140 UNIT),95.4000 
MINICROIS,MINI CROISSANT (2 X 350G),10.0000 
MINILIMEJ,MINI LIME JUICE / 200ML,5.0000 
MINIPANC,EGGO - MINI PANCAKES (64 X 35GR),23.9500 
MINIRADIS,MINI RADIS VERT 125GR,12.8500 
MINITWSPIN,MINI FILO TWIST SPINACH PIE (6X1KG),49.5000 
MINT,BOX MINT / MENTHE X12,10.0000 
MINTBIGBOX36,MINT BIG BOX FRESH (36UN),29.5000 
MINTPCS,( PCS ) FRESH MINT,1.0000 
MIOLA,MIOLA / 1KG,41.9500 
MIRIN189,KIKKOMAN - MIRIN KOTTERIN / 18.9L,79.9500 
Misc-001,FISH BONES (FULL CASE),0.0000 
MISO20KG,SOYBEAN PASTE MISO / 20KG,69.9500 
MIX CALIF,FROZEN CALIFORNIA MIX VEG. (6X2KG),41.2500 
MIX ITAL,FROZEN ITALIAN MIX VEG. (6X2KG),37.8500 
MIX ORIENT,FROZEN ORIENTAL MIX VEG.(6X2KG),56.5000 
MIX REGULAR,FROZEN REGULAR MIX VEG. (6X2KG),39.6000 
MIXARC,ARCADIAN MIX SALAD *BAG* 3LBS,13.7500 
MIXITALPCS,ITALIAN MIX VEGETABLES (2KG),6.3500 
MIXORIENTUNIT,FROZEN ORIENTAL MIX VEG / 2 KG,13.0000 
MIXPEI,MIX P.E.I. FROZEN (PRINCE EDWOUARD) 6X2KG,49.9000 
MIXREGPCS,FROZEN REGULAR MIX VEGETABLES (2KG),6.6500 
MIXS,MIX SALAD 3LBS,15.4500 
MIXS3WASH,MIX SALAD (CLASSIC TRIPLE WASHED) 3LBS,13.7500 
MIZKANMIRI,MIZKAN HONTERI (MIRIN) 5 GALLON (20L),105.9000 
MIZUMINI,(100GR) PACK MINI MIZUNA,13.7500 
MIZUREDMINI,(100G) PACK MINI MIZUNA RED,11.7500 
MOCHISTRAW,MOCHI CAKE STAWBERRY 200X12,64.9500 
MOGH,MOGHRABIEH PEARL 10X907G,56.9500 
MOISTTOWELWIN,SUAVE - MOIST TOWELETTE (X1000),21.0000 
MOLOK,MOLOKHIA / 6X200G,33.9000 
MONOSODAJI,AJINOMOTO - MONOSODIUM GLUTAMATE 50LBS,146.8000 
MONOSODRED,RED DRAGON - MONOSODIUM GLUTAMATE 50LBS,74.9000 
MONTJACK,MONTEREY JACK CHEESE BLOCK (4 X 2.25KG),159.8500 
MONTORIG,MONTELLIER - CARBONATED WATER / 24 X 355ML,15.9500 
MOPHEADBLUE,BLUE MOP HEAD (X2),15.0000 
MOR-004,COD LOINS 4 OZ PACIFIC (10LB),0.0000 
MOR-004F,COD - FRESH - FILLET - (8/14 OZ) - (10 LBS/CS),0.0000 
MOR-005,PACIFIC COD LOINS - FROZEN - (5/6OZ) - (1X10LBS) - IQF,0.0000 
MOR-005F,FRESH COD FILLETS - 12/14 OZ - (10 LBS/CS) - USA,149.9900 
MOR-006F,FRESH COD CHEEKS - (10LBS/CS) - ICELAND,114.9000 
MOR-007,COD LOIN 5OZ - (1 X 10 LBS) - PACIFIC,95.9500 
MOR-008,COD PORTIONS- 6 OZ - 1X10LB - J&F,74.9500 
MOR-009,COD LOIN 6 OZ - IQF - (1 X 10 LB) - BLUETIDE,119.9000 
MOR-010F,COD - FRESH - WHOLE  - HEAD OFF - SKIN ON - ICELAND,16.9500 
MOR-011,(DO NOT USE) PACIFIC COD LOINS - FROZEN - (7OZ) - (1X10LBS) - IQF,0.0000 
MOR-012F,COD LOIN / 20 OZ / FRESH - CW - ICELAND,24.7500 
MOR-013F,COD FILLETS 12OZ FRESH CW ISLANDE,22.1500 
MOR-018F,Morue filets 12+oz -(11.02LBS) -  Islande,0.0000 
MOR-019,COD FILLETS  12-16OZ-  - 3X15LBS TERRENEUVE,705.8500 
MOR-020F,COD CHEEKS ICELAND - FRESH - 1 X 10 LB,170.3500 
MOZZRACOLLI,RACOLLI MOZZARELLA A PIZZA RAPEE 2.27KG,38.0000 
MOZZSTICKS,MCCAIN - MOZZARELLA CHEESE STICKS BREADED (5LBS),49.9000 
MRCAJBOL,MR CAJUN- BOL 1500 ML SALAD BOX (600UN) 75.5X56.5X44.5 CM,5.0000 
MRCAJBOLS,MR CAJUN- BOL 500 ML SALAD BOX  (600UN) 62X45.5X43 CM,5.0000 
MRCAJCHK,MR CAJUN- CHICKEN BOX (850UN),5.0000 
MRCAJCTL,MR CAJUN- COUTELLERIE BOX (500UN) 56X23X27 CM,5.0000 
MRCAJCV,MR CAJUN- LIDS COUVERCLE POUR BOL 1500ML (300UN),5.0000 
MRCAJCVSMALL,MR CAJUN- LIDS COUVERCLE ****** 500ML (600UN),5.0000 
MRCAJSAC,MR CAJUN- SAC AVEC POIGNEE (BROWN BOX 275UN),7.7500 
MRCAJSAC2,MR CAJUN- SAC AVEC POIGNEE (GREEN BOX),7.7500 
MRCAJSAUCE,MR CAJUN SAUCE IN PAIL (FROZEN),3.0000 
MRCAJWP,MR CAJUN- WIPES (X2000) 53X34X23 CM,5.0000 
MRKMIX,MR K MIX,128.6500 
MRNET,MR NET - ALL PURPOSE CLEANER (5.2L),17.7500 
MSG4KG,ROSE HILL - MONOSODIUM GLUTAMATE 4KG,38.8000 
MSS-001,COOKED BLUE MUSSELSS,0.0000 
MSS-003,FROZEN GREEN MUSSEL -  HALF SHELL (12 X 2LBS)  SANFORD - NEW ZEALAND,154.8500 
MSS-005F,MUSSELS - FRESH - (25 LBS/BAG) - PRINCE EDWARD ISLAND,59.9500 
MSS-006F,MUSSELS - ORGANIC - 1 X 2LBS - P.E.I,6.0000 
MSS-010,MUSSEL MEAT - FROZEN - (100/200) - (20X500GR) - (10KG) -IQF -CHILE,203.8000 
MU44L,MUSTARD 4X4L,46.4500 
MUSH,#2 ** MUSHROOMS / CHAMPIGNON BLANC #2  (5LBS),17.7500 
MUSH1,#1 MUSHROOMS / CHAMPIGNON BLANC #1  (5LBS),17.7500 
MUSHBUT,BUTTON MUSHROOMS (5LBS),19.7500 
MUSHCAFE,CAFE MUSHROOMS (5LBS),17.7500 
MUSHCELLO,WHITE CELLO MUSHROOM (12UN),25.2000 
MUSHCELLOPCS,1PACK CELLO WHITE MUSHROOM (225GR),2.4000 
MUSHDRY,DRIED MUSHROOMS MIX (454G),25.0000 
MUSHENOKI,ENOKI MUSHROOMS,89.7000 
MUSHSEAFD,SEAFOOD MUSHROOM,49.4500 
MUSHSLICE,SLICED MUSHROOMS (5LBS),14.3500 
MUSTDIJON,KNORR - DIJON MUSTARD (5.3L),58.9500 
MUSTFRENCH2,FRENCHS - YELLOW MUSTARD (2 X 2.84L),15.0000 
MUSTREDMINI,(100GR) PACK MINI MOUTARDE ROUGE,12.8500 
MUSTS,MUSTARD SEEDS (780G),18.2500 
MUSTSOUR,SOUR MUSTARD (300G),3.8000 
MUTTI,MUTTI - TOMATO SAUCE / 6 X 796ML,25.0000 
MVPFF,(5315) 3/8 CLEARCOAT CAVENDISH,33.0000 
MYOJORAM,MYOJO RAMEN IZAYAKA / 30 X 120G,40.2500 
N20,WHIPPED CREAM CHARGER LITTLE BOX -  (X10),13.9500 
NAAN,RIVAJ - NAANS BREAD (12UN),8.0000 
NANGFA,NANG FA BOX (24X),149.8500 
NANGUNIT,NANG FA UNIT,5.5000 
NANT,COLOR NANTAISE CARROTS (25LBS),65.9500 
NANT10,COLOR NANTAISE *JUMBO* CARROTS (10LBS),23.4500 
NANTBOX3C,BOX NANTAISE COLOUR CARROTS (15X1LB),46.9500 
NANTOR,ORANGE NANTAISE CARROTS (25LBS),55.9500 
NANTOR5,LBS ORANGE NANTAISE CARROTS,2.7500 
NANTORBOX,BOX NANTAISE ORANGE CARROTS (15X1LB),35.1500 
NAPKBLK,BLACK COCKTAIL NAPKIN / 2-PLY / 1000 UNITS,33.0000 
NAPKDISP,INTERFOLD DISPENSER WHITE NAPKINS / 1-PLY / 20 X 300 UNITS,43.9500 
NAPKIN1PLY,SUAVE - 1-PLY DINNER NAPKINS - 12 X 250,70.8000 
NAPKWHITE,DINNER NAPKIN / 1 PLY / 6000 UNITS,42.9900 
NAR-010,NARUTOMAKI FISH CAKE - (20 X 135G),69.9000 
NAVET,ESMA - PICKLED TURNIPS SLICED (18L),38.0000 
NECTAR,NECTARINES,44.9000 
NECTARHALF,( HALF / DEMI ) NECTARINE,23.9000 
NECTARPCS,PCS NECTARINE,0.7500 
NETBEARDWH,WHITE BEARD NET (10X100),44.7000 
NETHAIRBLK,BLACK HAIR NET (X100UN),21.2500 
NICKBREAD,BREAD OR BAGELS FOR NICKEL'S,0.0000 
NICOISE,NICOISE (CASE),56.9000 
NICOISEPCS,PCS NICOISE,5.5000 
NOODHM,HANDMADE NOODLES / 18 X 440G,52.9500 
NOODPOKERAM,INDIVIDUAL RAMEN PACKETS / NOODLES (60 X 120G),56.9500 
NOODSYOR,SAMYANG - RAMEN NOODLES (ORANGE BAG) 20 X 120G,29.9500 
NOODSYSEA,SAMYANG - SEAFOOD PARTY NOODLES,33.0000 
NOODUDON,FROZEN UDON NOODLES SANUKI / 8 X 1.25KG,44.9500 
NOODWONT,WONTON NOODLES/  8 X 5LBS,120.0000 
NOR7/16,(4580) DARK RED NORLAND 7/16 FRENCH FRIES,46.5000 
NORIFULL,NORI GOLD FULL SHEET (4000UN) BIG BOX,659.4000 
NORIGFULLSMALL,NORI GOLD *FULL* SHEET SMALL CASE (1000UN),167.8500 
NORIGHALF,YAMADA - NORI GOLD *HALF* SHEET BIG BOX / 4 X 1000UN,659.4000 
NORIGHALFUNIT,YAMADA - NORI GOLD *HALF* SHEET SMALL CASE (1000UN),167.8000 
NORIKIZA,GOLDEN SEA NORI - KIZAMINORI (20 X 100G),152.8500 
NORINAG,NORI FULL NAGAI BOX,149.8500 
NORIYMYJUN,*JUN* ROASTED NORI SEAWEED (FULL SHEET) / 10 X 50,304.7500 
NPEANUTB,PEANUT BUTTER SMOOTH - NUTS TO YOU NUT BUTTER INC / 4.09KG,29.9000 
NSF,NSF REINVOICING OF NSF CHECK #,0.0000 
NUTELLA3KG,NUTELLA 3KG,32.2000 
NUTMEGGRND,GROUND NUTMEG (455G),8.8000 
NUTRIGRAINBARRE,NUTRIGRAIN - GRANOLA BAR (X16),14.2500 
NUTSCRUSH,CRUSHED NUTS (500G),25.0000 
NUVEL,NUVEL - PLANT BASE MARGARINE (12 X 800GR),92.9500 
OASAPP12,FAIRLEE - APPLE JUICE  / 12 X 1L,29.9500 
OASAPP300,OASIS - APPLE JUICE / 24 X 300ML,22.7500 
OASOR24,OASIS - ORANGE JUICE / 24 X 300ML,26.5000 
OBAPPLE,OB SPARKLING WATER APPLE 24X330ML (DRAGONBALL),45.7500 
OBC-002F,FRESH WHOLE ARCTIC CHAR - LBS,14.7500 
OBC-003F,ARCTIC CHAR - FRESH - FILLETS (10 LB/CS),14.3800 
OBC-004F,ARCTIC CHAR WHOLE 2-4 LBS CW,15.9500 
OBSPRKS,OB SPARKLING WATER ORANGE 24X330ML (DRAGONBALL GOKU),39.5500 
OBWATERMELON,OB SPARKLING WATER MELON 24X330ML (DRAGONBALL),45.7000 
OBWHITEGRAP,OB SPARKLING WATTER WHITE GRAPE 24X330ML (DRAGONBALL),45.7000 
OCT-005,BABY CLEAN OCTOPUS 16/25 - (10 X 2LB) - SEA RAY,149.8500 
OCT-014,WHOLE OCTOPUS T3 - 12 KG - MOROCCO,349.7000 
OCT-014-CW,OCTOPUS - FROZEN - T3 - CW - MOROCCO,0.0000 
OCT-020*,OCTOPUS - FROZEN -T4 - (12KG - 26.46LBS/CASE) - MOROCCO,421.6500 
OCT-021,OCTOPUS T5 (26.4LBS/BOX) CW MOROCCO,0.0000 
OCT-022,OCTOPUS T2 - FROZEN - (1X30 LBS) - MOROCCO AQUASEA,427.1500 
OCT-023,OCTOPUS FROZEN T7 - 1X12KG - MAROC,0.0000 
OCT-033,OCTOPUS TENTACULES - T3 - 6 KG - MOROCCO,209.8000 
OCT-036,WHOLE OCTOPUST5 -CW-ESP,0.0000 
OCT-037,OCTOPUS T6 WHOLE (1X10 KG) MDG,174.8500 
OCT-040,WHOLE OCTOPUS 6-8 LBS - CLEANED - (1 X 30 LBS) - PHILIPPINES,311.7000 
OCT-041,WHOLE OCTOPUS 8UP - CLEANED - (1 X 30 LBS) - PHILIPPINES,290.7500 
OCT-137,WHOLE OCTOPUS - T4 - (1 X 30 LB) - SPAIN,298.7000 
OCTOTAKOLEG,OCTOPUS MIZU TAKO LEG 4-6P (2.2LBS),42.9500 
OEUFBLANC,OEUF BLANC LARGE DANS CARTON (15 DOUZAINE) - LARGE WHITE EGGS IN CARTONS,62.9500 
OEUFS12X12,HARD BOILED EGGS / 12X12,69.9500 
OIGNDES,5KG PRECUT DICED RED ONION,29.9500 
OKRA,FRESH OKRA (FRAIS),68.7000 
OLDBAY,OLD BAY SEASONING (680G),15.7500 
OLIVECERIGN,OLIVE CERIGNOLA (1.5L),13.9500 
OLIVEOIL,BOX ARISTON  OLIVE OIL 6X3L,204.9000 
OLIVEOILSUM,SUMMUM - OLIVE OIL (3L),34.9500 
OLIVEOILTRUF,TRUFFLE OLIVE OIL (6 X 250ML),104.9000 
OLIVEPARTY,"PARTY MIX OLIVES (KALAMATA, GREEN, BLACK) (2 X 2.4KG)",76.9000 
OLIVSLICEBLK,SLICED BLACK OLIVES (6X2.84 L),67.9500 
OLIVSLICEGRN,SLICED GREEN OLIVES (6X2.84 L),67.9500 
OLYMELBACON2,OLYMEL - SLICED BACON 2INCH (5KG),64.9000 
OLYMELLANPOUL,OLYMEL - COOKED CHICKEN STRIPS (4KG),67.9500 
OLYMLOAD,LOAD AND DELIVER OLYMAS PAILS/BUCKETS,0.0000 
ONAVINE,ONASSIS - STUFFED VINE LEAF WITH RICE / 6 X 2KG,86.9000 
ONI,SPANISH ONIONS 50LBS,47.9000 
ONI10X5,YELLOW ONIONS (10X5LBS),36.9500 
ONI2,2 LBS ONIONS,1.7500 
ONI242,YELLOW ONIONS (24X2LBS),34.7500 
ONI242HALF,HALF YELLOW ONIONS (10X5LBS),17.3000 
ONI5,5 POUNDS YELLOW ONION / Oignon JAUNE  5lbs,4.2500 
ONICIP,CIPPOLINI ONIONS 10LBS,29.5000 
ONICOL,COLOSSAL ONIONS 50LBS,48.9000 
ONICOLHALF,HALF COLOSSAL ONIONS 50LBS,24.9500 
ONIGRAN,ONION GRANULATED (2.1KG),19.7500 
ONIHALF,( HALF / DEMI ) SPANISH ONION / OIGNON ESPAGNOL  =25LBS,24.3500 
ONILBS,LBS YELLOW ONION,1.0500 
ONIONBASE,ONION SOUPE BASE / 4.54KG,89.9000 
ONIPCS,PCS SPANISH ONIONS,0.9500 
ONIPEARL,PEARL ONIONS (12X200GR),33.0000 
ONIRED,RED ONION USA ( 25 POUNDS ),35.9500 
ONIREDHALF,( HALF BAG ) RED ONIONS / ( APPROX 12 POUNDS ),18.2500 
ONIREDPCS,PCS RED ONIONS,1.0000 
ONIREDPEEL,RED ONION PEELED (9KG),30.5500 
ONISUP,SUPER COLOSSAL ONIONS 50LBS,49.9000 
ONIVID,VIDALIA SWEET ONION (50LBS),39.7500 
ONIWH25,WHITE ONIONS (25LBS),46.4500 
OOLONGTEA,OOLONG TEA (3 X 2) PACK,8.9500 
OPITA,OLYMPIA - ORIGINAL 7 GREEK PITA BREAD,41.7000 
OR88,ORANGE (88),38.0000 
OR88HALF,HALF ORANGE   (88),24.0000 
OR90,ORANGE NAVEL SIZE #88,38.9000 
OR90HALF,HALF ORANGE NAVEL SIZE #88,19.7500 
ORANCA,ORANGE CARA CARA (CASE),59.7000 
ORANGEFRJUICE,ORANGE FOR JUICE,59.7000 
ORANGEJUICE,ORANGE JUICE 1.5L,8.0000 
ORANGEPCS,( PCS ) ORANGE,0.5500 
ORANGINACAN,ORANGINA SPARKLING CITRUS CANS (24X330ML),31.5500 
ORCHID50,ORCHIDS 50 COUNT,23.9500 
OREG,BOX OREGANO (6 CLAMSHELLS),15.0000 
OREGLEAVES,OREGANO LEAVES (600G),14.9500 
OREGPCS,PCS OREGANO,1.7500 
ORGEDEC,AGRO FUSION - PEARL BARLEY 5KG,14.9500 
ORJUICE,ORANGE JUICE TROPICANA (3 x 1.36l),21.4500 
ORZO,GRISSI PASTA - ORZO PASTA (2 X 4.54KG),38.0000 
OSB-010,OSSO BUCCO GRAIN FED FROZEN (KG),26.0000 
OSB-020,OSSO BUCCO MILK FED FROZEN (KG),26.9500 
OSHINKOSTRIP,TS - PICKLED RADISH STRIPES (10X1KG),65.9500 
OYS-010F,FRESH OYSTER - BELLE DU JOUR - 100 UNITS/BOX,153.8500 
OYS-015F,OYSTER - FRESH - RASPBERRY POINT - 100 UNITS/CS - CANADA,49.9500 
OYS-026F,OYSTER IRISH POINT 2.5INCH -100CT- PEI,0.0000 
OYS-032F,OYSTER COCKTAIL - FRESH - CONWAY PEARL - 100 UNITS - CA,129.9000 
OYS-034F,OYSTER BEAUSOLEIL 100 UNITS/CS CANADA,129.9000 
OYS-042F,FRESH OYSTERS - MALPEQUE 3INCH- 100 UNITS/CS -PEI,139.8500 
OYS-043F,FRESH OYSTERS - SALT GRASS -100 UNITS/BOX,0.0000 
OYS-046F,OYSTER SAND DUNE- 3 INCH -100 CT- (ILE DU PRINCE EDOUARD),0.0000 
OYS-047F,OYSTER COCKTAIL-FRESH- SHINY COCKTAIL - 100 UNITS/CS,129.9000 
OYS-048F,OYSTER PINK MOON-FRESH-100 UNIT/CS,0.0000 
OYS-051F,OYSTER PICKLE POINT-FRESH-100 UNIT/CS,0.0000 
OYS-052F,FRESH OYSTER - MALPEQUE SMALL- 100 UNITS/CS -PEI,0.0000 
OYS-053F,FRESH OYSTERS - SEXY PEQUES- 100 UNITS/CS -PEI,0.0000 
OYS-054F,Huîtres Chiasson Large - frais - 100ct,149.8500 
OYS-055F,OYSTER FRESH EAST CAPE 100 UNIT/CS PEI,129.9000 
OYSSAU,OYSTER SAUCE PANDA (6X5LBS),61.9500 
OYST,FRESH OYSTER MUSHROOMS / IN WOOD BASKET (5LBS),68.2000 
OYSTERONT,SMALL BOX FRESH OYSTER ONTARIO (2LBS),17.2000 
PADSCOUR,GREEN SCOURING PADS (X18),11.5000 
PAIEMENT_REQUIS,***COMPTE EN SOUFFRANCE - PAIEMENT REQUIS AVANT PROCHAINE COMMANDE SVP,0.0000 
PAINDORE,AU PAIN DORE - FROZEN DEMI-BAGUETTES / 3KG,17.7500 
PAINHAM,PAIN HAMBURGER POM,6.7500 
PAINRAISIN,SUN-MAID - RAISIN BREAD (3 X 450G),15.7000 
PAL,PALLETS,5.3000 
PALD,PALLET TO DELIVER,0.0500 
PALM427,PALMOLIVE - DISHWASHER DETERGENT (4.27L),14.2500 
PALMHEART4X,HEARTS OF PALM (4X398ML),15.7000 
PALMSCOCKBRAND,COCK BRAND - PALM SUGAR / 24 X 454G,71.7000 
PALP,PALLET TO PICK UP / PALETTE A RAMASSER,0.0000 
PAM,CANOLA BAKING SPRAY (6X400G),43.9500 
PAMCAN,PAM - CANOLA SPRAY / ALLERGEN-FREE / 6 X 400GR,59.9500 
PANANG,COCK BRAND - PANANG CURRY PASTE BOX (24 X 400G),124.9000 
PANANGUNIT,COCK BRAND - PANANG CURRY PASTE UNIT (400G),7.0000 
PANDAN LEAF,PANDAN LEAVES / 227G,4.3000 
PANINI,BRIDOR 8 INCH FRENCH PANINI (6O X 110G),35.9500 
PANKO9,PANKO BREAD CRUMBS (9KG),38.9500 
PAPAGR,BOX GREEN PAPAYA,48.4500 
PAPAGRUNIT,GREEN PAPAYA / UNIT,7.0000 
PAPAYAFRUIT,YELLOW PAPAYA FRUIT,64.2000 
PAPAYEL,PAPAYA YELLOW,78.9000 
PAPERBOND,BOND PAPER 20 X (3 X 150),54.9500 
PAPERPEACH,PEACH PAPER 8X11 (1000UN),33.9500 
PAPERPLATE,9 INCH PIZZA PAPER PLATE (1200 UNITS),36.9500 
PAPERSQUALE,SQUALE PAPER 8X11 (2000UN),34.9000 
PAPERSQUARERC22TS,TS - SQUARE RICE PAPER  22CM  / 40 X 400G,92.9500 
PAPERTHERMWHTSM,SMALL WHITE THERMAL PAPER ROLLS / 2.25INCH X 60FT (50UN),15.9900 
PAPERTOW,CASCADES - 100% RECYCLED BROWN HAND PAPER TOWEL ROLL X12,20.0000 
PAPRIKASMOK,SMOKED PAPRIKA (520G),7.7500 
PAPRIKASP,PAPRIKA (1.8KG),17.1000 
PAPROLLBIGTHERMWH,BIG WHITE THERMAL PAPER ROLLS / 3.125INCH X 200FT (50UN),54.9900 
PAPTOWBOUNTYPLUS,BOUNTY PLUS - PAPER TOWEL (12X86),32.4500 
PAPTOWCASC30,H030 - CASCADES WHITE TOWELS (12X350),34.9500 
PAPTOWCASC60,EVEREST PRO - WHITE PAPER TOWEL ROLLS (X12),52.9500 
PAPTOWSWAN1900,WHITE SWANN 01900 - PAPER TOWEL 1PLY (16X250),47.2000 
PAPTOWSWAN1930,WHITE SWANN 01930 - PAPER TOWEL ROLLS (X24),44.9500 
PARCHPAP,PARCHMENT PAPER BAKING 16 X 24 (1000UN),57.9500 
PARMKRAFT,KRAFT - PARMESAN / 710G,23.9000 
PARMSALERNO,SALERNO - GRATED PARMESAN / 2.5KG,34.9500 
PARSFLAK,PARSLEY FLAKES (400G),14.5500 
PARSIM,PERSIMMON,10.0000 
PARSITLPCS,PCS ITALIAN PARSLEY,0.9500 
PARSL,PARSLEY CURLY (60UN),49.9000 
PARSLHALF,( HALF / DEMI ) CURLY PARSLEY / PERSIL CANADIEN  =30,25.4500 
PARSLITAL,ITALIAN PARSLEY (60UN),49.9000 
PARSLITALHALF,( HALF / DEMI ) ITALIAN PARSLEY /  PERSIL ITALIEN,25.4500 
PARSLPCS,( PCS ) CURLY PARSLEY,0.9500 
PARSNIP,PARSNIP 20LBS,38.7000 
PARSNIPPCS,LBS PARSNIP,13.2500 
PASILLA,DRIED CHILI PASILLA 5LBS,56.5000 
PASSIONFRT,FRESH PASSIONFRUIT (CASE),38.0000 
PASTAGRISS,LASAGNA / 20 INCH / 10LBS,21.9500 
PASTECHILISOYPCS,CHILI PASTE WITH SOYBEAN OIL - PANTAI / 500G,8.2500 
PASTECURGR,COCK BRAND- GREEN CURRY PASTE / 12 X 1KG,89.0000 
PASTECURRED,COCK BRAND - RED CURRY PASTE / 12 X 1KG,89.0000 
PASTECURREDPCS,COCK BRAND - RED CURRY PASTE / 1KG,8.9500 
PASTECURYEL,COCK BRAND - YELLOW CURRY PASTE / 12 X 1KG,89.0000 
PASTECURYELPCS,COCK BRAND - YELLOW CURRY PASTE / 1KG,9.8500 
PASTEGREENCUR,COCKBRAND - GREEN CURRY PASTE (1KG),8.9500 
PATECOQ,PASTA SMALL SHELLS (9.07 KG),29.9500 
PBPEPPER,POBLANO PEPPERS / LBS,3.6500 
PCSCU#2,CONCOMBRE UNIT #2,1.0000 
PEACH,PEACHES  BOX,55.0000 
PEACHHALF,( HALF / DEMI ) PEACH / PECHE,32.5000 
PEACHPCS,PCS PEACH,0.7500 
PEACHSLICE,SLICED PEACH IN SYRUP (6 X 2.84L),59.9000 
PEACHSYRU,PEACH HALVES IN SYRUP (6X2.84L),86.9000 
PEANPORT,KRAFT - PEANUT BUTTER PORTIONS (200X18G),45.8500 
PEANUTBBQKOHK,KOHKAE - BBQ PEANUT / 24 X 230G,96.9000 
PEANUTBUTKRFT,KRAFT - PEANUT BUTTER (6X2KG),76.9000 
PEANUTBUTKRFTPCS,KRAFT - PEANUT BUTTER (2KG),13.9500 
PEANUTCRUSH,CRUSHED PEANUTS (1KG),10.2500 
PEANUTREDSKIN,PEANUTS RED *SKIN ON* (5LBS),17.1000 
PEANUTSKINLESS,PEANUTS SKINLESS (5LBS),15.0000 
PEANUTSKINLESSBOX,PEANUT SKINLESS FULL BOX (10X5LBS),129.9000 
PEARS,PEARS BARTLETT,68.8500 
PEARSBOSC,BOSC PEARS,54.9500 
PEARSBOSCHALF,HALF BOSC PEARS,28.1500 
PEARSHALF,( HALF / DEMI ) PEARS / POIRE,35.1000 
PEARSPCS,PCS PEARS,0.8500 
PEASFRESH,FRESH GREEN PEAS,39.6500 
PEASWASABI,HAPI - WASABI PEAS / 12 X 280G,87.9500 
PEELCAR,1PACK PEELED VACUUM CARROTS 3 COLOUR 5LBS,33.4500 
